nohup: ignoring input
[398] bbox_docvqa_id=399 images=40/40 error=True
[903] bbox_docvqa_id=904 images=21/21 error=True
[563] bbox_docvqa_id=564 images=35/35 error=True
[399] bbox_docvqa_id=400 images=40/40 error=True
[564] bbox_docvqa_id=565 images=35/35 error=True
[411] bbox_docvqa_id=412 images=30/30 error=False
[400] bbox_docvqa_id=401 images=40/40 error=True
[401] bbox_docvqa_id=402 images=14/14 error=True
[565] bbox_docvqa_id=566 images=35/35 error=True
[402] bbox_docvqa_id=403 images=14/14 error=True
[904] bbox_docvqa_id=905 images=7/7 error=False
[403] bbox_docvqa_id=404 images=14/14 error=True
[566] bbox_docvqa_id=567 images=35/35 error=True
[404] bbox_docvqa_id=405 images=14/14 error=True
[405] bbox_docvqa_id=406 images=14/14 error=True
[412] bbox_docvqa_id=413 images=30/30 error=False
[567] bbox_docvqa_id=568 images=35/35 error=True
[406] bbox_docvqa_id=407 images=14/14 error=True
[327] bbox_docvqa_id=328 images=44/44 error=False
[407] bbox_docvqa_id=408 images=14/14 error=True
[408] bbox_docvqa_id=409 images=14/14 error=True
[905] bbox_docvqa_id=906 images=7/7 error=False
[409] bbox_docvqa_id=410 images=14/14 error=True
[906] bbox_docvqa_id=907 images=7/7 error=False
[410] bbox_docvqa_id=411 images=14/14 error=True
[413] bbox_docvqa_id=414 images=30/30 error=False
[164] bbox_docvqa_id=165 images=22/22 error=False
[907] bbox_docvqa_id=908 images=7/7 error=False
[411] bbox_docvqa_id=412 images=30/30 error=True
[908] bbox_docvqa_id=909 images=7/7 error=False
[412] bbox_docvqa_id=413 images=30/30 error=True
[568] bbox_docvqa_id=569 images=6/6 error=False
[909] bbox_docvqa_id=910 images=7/7 error=False
[414] bbox_docvqa_id=415 images=30/30 error=False
[328] bbox_docvqa_id=329 images=44/44 error=False
[413] bbox_docvqa_id=414 images=30/30 error=True
[910] bbox_docvqa_id=911 images=16/16 error=True
[911] bbox_docvqa_id=912 images=16/16 error=True
[414] bbox_docvqa_id=415 images=30/30 error=True
[912] bbox_docvqa_id=913 images=16/16 error=True
[913] bbox_docvqa_id=914 images=16/16 error=True
[914] bbox_docvqa_id=915 images=16/16 error=True
[165] bbox_docvqa_id=166 images=22/22 error=False
[415] bbox_docvqa_id=416 images=30/30 error=True
[915] bbox_docvqa_id=916 images=16/16 error=True
[415] bbox_docvqa_id=416 images=30/30 error=False
[329] bbox_docvqa_id=330 images=44/44 error=False
[916] bbox_docvqa_id=917 images=16/16 error=True
[416] bbox_docvqa_id=417 images=30/30 error=True
[917] bbox_docvqa_id=918 images=16/16 error=True
[569] bbox_docvqa_id=570 images=6/6 error=False
[417] bbox_docvqa_id=418 images=30/30 error=True
[416] bbox_docvqa_id=417 images=30/30 error=False
[418] bbox_docvqa_id=419 images=30/30 error=True
[918] bbox_docvqa_id=919 images=6/6 error=False
[330] bbox_docvqa_id=331 images=44/44 error=False
[419] bbox_docvqa_id=420 images=30/30 error=True
[919] bbox_docvqa_id=920 images=6/6 error=False
[920] bbox_docvqa_id=921 images=6/6 error=False
[166] bbox_docvqa_id=167 images=22/22 error=False
[420] bbox_docvqa_id=421 images=30/30 error=True
[417] bbox_docvqa_id=418 images=30/30 error=False
[421] bbox_docvqa_id=422 images=13/13 error=True
[422] bbox_docvqa_id=423 images=13/13 error=True
[570] bbox_docvqa_id=571 images=6/6 error=False
[423] bbox_docvqa_id=424 images=13/13 error=True
[921] bbox_docvqa_id=922 images=6/6 error=False
[424] bbox_docvqa_id=425 images=13/13 error=True
[136] bbox_docvqa_id=137 images=9/9 error=False
[425] bbox_docvqa_id=426 images=13/13 error=True
[922] bbox_docvqa_id=923 images=6/6 error=False
[571] bbox_docvqa_id=572 images=6/6 error=False
[426] bbox_docvqa_id=427 images=13/13 error=True
[331] bbox_docvqa_id=332 images=44/44 error=False
[923] bbox_docvqa_id=924 images=11/11 error=True
[418] bbox_docvqa_id=419 images=30/30 error=False
[427] bbox_docvqa_id=428 images=13/13 error=True
[924] bbox_docvqa_id=925 images=11/11 error=True
[572] bbox_docvqa_id=573 images=6/6 error=False
[925] bbox_docvqa_id=926 images=11/11 error=True
[428] bbox_docvqa_id=429 images=13/13 error=True
[926] bbox_docvqa_id=927 images=11/11 error=True
[429] bbox_docvqa_id=430 images=13/13 error=True
[927] bbox_docvqa_id=928 images=11/11 error=True
[430] bbox_docvqa_id=431 images=13/13 error=True
[573] bbox_docvqa_id=574 images=6/6 error=False
[928] bbox_docvqa_id=929 images=11/11 error=True
[167] bbox_docvqa_id=168 images=22/22 error=False
[929] bbox_docvqa_id=930 images=11/11 error=True
[419] bbox_docvqa_id=420 images=30/30 error=False
[431] bbox_docvqa_id=432 images=24/24 error=True
[930] bbox_docvqa_id=931 images=11/11 error=True
[574] bbox_docvqa_id=575 images=6/6 error=False
[931] bbox_docvqa_id=932 images=17/17 error=True
[432] bbox_docvqa_id=433 images=24/24 error=True
[932] bbox_docvqa_id=933 images=17/17 error=True
[575] bbox_docvqa_id=576 images=6/6 error=False
[420] bbox_docvqa_id=421 images=30/30 error=False
[433] bbox_docvqa_id=434 images=24/24 error=True
[933] bbox_docvqa_id=934 images=17/17 error=True
[332] bbox_docvqa_id=333 images=44/44 error=False
[934] bbox_docvqa_id=935 images=17/17 error=True
[434] bbox_docvqa_id=435 images=24/24 error=True
[421] bbox_docvqa_id=422 images=13/13 error=False
[935] bbox_docvqa_id=936 images=17/17 error=True
[435] bbox_docvqa_id=436 images=24/24 error=True
[168] bbox_docvqa_id=169 images=22/22 error=False
[576] bbox_docvqa_id=577 images=6/6 error=False
[137] bbox_docvqa_id=138 images=9/9 error=False
[936] bbox_docvqa_id=937 images=17/17 error=True
[422] bbox_docvqa_id=423 images=13/13 error=False
[436] bbox_docvqa_id=437 images=24/24 error=True
[937] bbox_docvqa_id=938 images=17/17 error=True
[577] bbox_docvqa_id=578 images=6/6 error=False
[423] bbox_docvqa_id=424 images=13/13 error=False
[437] bbox_docvqa_id=438 images=24/24 error=True
[938] bbox_docvqa_id=939 images=17/17 error=True
[333] bbox_docvqa_id=334 images=44/44 error=False
[578] bbox_docvqa_id=579 images=30/30 error=True
[424] bbox_docvqa_id=425 images=13/13 error=False
[579] bbox_docvqa_id=580 images=30/30 error=True
[438] bbox_docvqa_id=439 images=24/24 error=True
[580] bbox_docvqa_id=581 images=30/30 error=True
[425] bbox_docvqa_id=426 images=13/13 error=False
[439] bbox_docvqa_id=440 images=24/24 error=True
[939] bbox_docvqa_id=940 images=5/5 error=False
[581] bbox_docvqa_id=582 images=30/30 error=True
[582] bbox_docvqa_id=583 images=30/30 error=True
[440] bbox_docvqa_id=441 images=24/24 error=True
[426] bbox_docvqa_id=427 images=13/13 error=False
[169] bbox_docvqa_id=170 images=22/22 error=False
[583] bbox_docvqa_id=584 images=30/30 error=True
[940] bbox_docvqa_id=941 images=5/5 error=False
[427] bbox_docvqa_id=428 images=13/13 error=False
[584] bbox_docvqa_id=585 images=30/30 error=True
[170] bbox_docvqa_id=171 images=5/5 error=False
[941] bbox_docvqa_id=942 images=5/5 error=False
[585] bbox_docvqa_id=586 images=30/30 error=True
[441] bbox_docvqa_id=442 images=4/4 error=False
[171] bbox_docvqa_id=172 images=5/5 error=False
[334] bbox_docvqa_id=335 images=18/18 error=False
[428] bbox_docvqa_id=429 images=13/13 error=False
[942] bbox_docvqa_id=943 images=5/5 error=False
[586] bbox_docvqa_id=587 images=30/30 error=True
[138] bbox_docvqa_id=139 images=9/9 error=False
[172] bbox_docvqa_id=173 images=5/5 error=False
[587] bbox_docvqa_id=588 images=30/30 error=True
[429] bbox_docvqa_id=430 images=13/13 error=False
[335] bbox_docvqa_id=336 images=18/18 error=False
[588] bbox_docvqa_id=589 images=17/17 error=True
[442] bbox_docvqa_id=443 images=4/4 error=False
[173] bbox_docvqa_id=174 images=5/5 error=False
[430] bbox_docvqa_id=431 images=13/13 error=False
[589] bbox_docvqa_id=590 images=17/17 error=True
[943] bbox_docvqa_id=944 images=5/5 error=False
[174] bbox_docvqa_id=175 images=5/5 error=False
[590] bbox_docvqa_id=591 images=17/17 error=True
[591] bbox_docvqa_id=592 images=17/17 error=True
[175] bbox_docvqa_id=176 images=5/5 error=False
[592] bbox_docvqa_id=593 images=17/17 error=True
[944] bbox_docvqa_id=945 images=5/5 error=False
[443] bbox_docvqa_id=444 images=4/4 error=False
[593] bbox_docvqa_id=594 images=17/17 error=True
[945] bbox_docvqa_id=946 images=5/5 error=False
[176] bbox_docvqa_id=177 images=5/5 error=False
[594] bbox_docvqa_id=595 images=17/17 error=True
[431] bbox_docvqa_id=432 images=24/24 error=False
[595] bbox_docvqa_id=596 images=17/17 error=True
[946] bbox_docvqa_id=947 images=34/34 error=True
[177] bbox_docvqa_id=178 images=5/5 error=False
[336] bbox_docvqa_id=337 images=18/18 error=False
[596] bbox_docvqa_id=597 images=17/17 error=True
[444] bbox_docvqa_id=445 images=4/4 error=False
[597] bbox_docvqa_id=598 images=17/17 error=True
[947] bbox_docvqa_id=948 images=34/34 error=True
[178] bbox_docvqa_id=179 images=5/5 error=False
[445] bbox_docvqa_id=446 images=4/4 error=False
[598] bbox_docvqa_id=599 images=12/12 error=True
[432] bbox_docvqa_id=433 images=24/24 error=False
[599] bbox_docvqa_id=600 images=12/12 error=True
[179] bbox_docvqa_id=180 images=5/5 error=False
[948] bbox_docvqa_id=949 images=34/34 error=True
[600] bbox_docvqa_id=601 images=12/12 error=True
[180] bbox_docvqa_id=181 images=5/5 error=False
[949] bbox_docvqa_id=950 images=34/34 error=True
[601] bbox_docvqa_id=602 images=12/12 error=True
[446] bbox_docvqa_id=447 images=4/4 error=False
[602] bbox_docvqa_id=603 images=12/12 error=True
[181] bbox_docvqa_id=182 images=5/5 error=False
[433] bbox_docvqa_id=434 images=24/24 error=False
[950] bbox_docvqa_id=951 images=34/34 error=True
[603] bbox_docvqa_id=604 images=12/12 error=True
[182] bbox_docvqa_id=183 images=5/5 error=False
[604] bbox_docvqa_id=605 images=12/12 error=True
[605] bbox_docvqa_id=606 images=12/12 error=True
[951] bbox_docvqa_id=952 images=34/34 error=True
[606] bbox_docvqa_id=607 images=12/12 error=True
[447] bbox_docvqa_id=448 images=4/4 error=False
[607] bbox_docvqa_id=608 images=12/12 error=True
[183] bbox_docvqa_id=184 images=5/5 error=False
[434] bbox_docvqa_id=435 images=24/24 error=False
[952] bbox_docvqa_id=953 images=34/34 error=True
[608] bbox_docvqa_id=609 images=13/13 error=True
[609] bbox_docvqa_id=610 images=13/13 error=True
[184] bbox_docvqa_id=185 images=5/5 error=False
[610] bbox_docvqa_id=611 images=13/13 error=True
[611] bbox_docvqa_id=612 images=13/13 error=True
[953] bbox_docvqa_id=954 images=34/34 error=True
[612] bbox_docvqa_id=613 images=13/13 error=True
[448] bbox_docvqa_id=449 images=4/4 error=False
[613] bbox_docvqa_id=614 images=13/13 error=True
[614] bbox_docvqa_id=615 images=13/13 error=True
[954] bbox_docvqa_id=955 images=31/31 error=True
[185] bbox_docvqa_id=186 images=5/5 error=False
[615] bbox_docvqa_id=616 images=13/13 error=True
[435] bbox_docvqa_id=436 images=24/24 error=False
[616] bbox_docvqa_id=617 images=13/13 error=True
[955] bbox_docvqa_id=956 images=31/31 error=True
[617] bbox_docvqa_id=618 images=13/13 error=True
[186] bbox_docvqa_id=187 images=5/5 error=False
[956] bbox_docvqa_id=957 images=31/31 error=True
[449] bbox_docvqa_id=450 images=4/4 error=False
[618] bbox_docvqa_id=619 images=33/33 error=True
[187] bbox_docvqa_id=188 images=5/5 error=False
[436] bbox_docvqa_id=437 images=24/24 error=False
[337] bbox_docvqa_id=338 images=18/18 error=False
[957] bbox_docvqa_id=958 images=31/31 error=True
[619] bbox_docvqa_id=620 images=33/33 error=True
[620] bbox_docvqa_id=621 images=33/33 error=True
[958] bbox_docvqa_id=959 images=31/31 error=True
[188] bbox_docvqa_id=189 images=5/5 error=False
[621] bbox_docvqa_id=622 images=33/33 error=True
[450] bbox_docvqa_id=451 images=4/4 error=False
[959] bbox_docvqa_id=960 images=31/31 error=True
[189] bbox_docvqa_id=190 images=5/5 error=False
[437] bbox_docvqa_id=438 images=24/24 error=False
[622] bbox_docvqa_id=623 images=33/33 error=True
[190] bbox_docvqa_id=191 images=69/69 error=True
[191] bbox_docvqa_id=192 images=69/69 error=True
[960] bbox_docvqa_id=961 images=31/31 error=True
[192] bbox_docvqa_id=193 images=69/69 error=True
[623] bbox_docvqa_id=624 images=33/33 error=True
[193] bbox_docvqa_id=194 images=69/69 error=True
[194] bbox_docvqa_id=195 images=69/69 error=True
[961] bbox_docvqa_id=962 images=31/31 error=True
[195] bbox_docvqa_id=196 images=69/69 error=True
[624] bbox_docvqa_id=625 images=33/33 error=True
[196] bbox_docvqa_id=197 images=69/69 error=True
[197] bbox_docvqa_id=198 images=69/69 error=True
[962] bbox_docvqa_id=963 images=138/138 error=True
[198] bbox_docvqa_id=199 images=69/69 error=True
[963] bbox_docvqa_id=964 images=138/138 error=True
[199] bbox_docvqa_id=200 images=69/69 error=True
[338] bbox_docvqa_id=339 images=18/18 error=False
[625] bbox_docvqa_id=626 images=33/33 error=True
[438] bbox_docvqa_id=439 images=24/24 error=False
[964] bbox_docvqa_id=965 images=138/138 error=True
[965] bbox_docvqa_id=966 images=138/138 error=True
[966] bbox_docvqa_id=967 images=138/138 error=True
[626] bbox_docvqa_id=627 images=33/33 error=True
[967] bbox_docvqa_id=968 images=138/138 error=True
[968] bbox_docvqa_id=969 images=138/138 error=True
[627] bbox_docvqa_id=628 images=33/33 error=True
[969] bbox_docvqa_id=970 images=138/138 error=True
[439] bbox_docvqa_id=440 images=24/24 error=False
[628] bbox_docvqa_id=629 images=43/43 error=True
[629] bbox_docvqa_id=630 images=43/43 error=True
[970] bbox_docvqa_id=971 images=7/7 error=False
[630] bbox_docvqa_id=631 images=43/43 error=True
[200] bbox_docvqa_id=201 images=21/21 error=False
[339] bbox_docvqa_id=340 images=18/18 error=False
[440] bbox_docvqa_id=441 images=24/24 error=False
[631] bbox_docvqa_id=632 images=43/43 error=True
[971] bbox_docvqa_id=972 images=7/7 error=False
[441] bbox_docvqa_id=442 images=4/4 error=False
[972] bbox_docvqa_id=973 images=7/7 error=False
[632] bbox_docvqa_id=633 images=43/43 error=True
[442] bbox_docvqa_id=443 images=4/4 error=False
[340] bbox_docvqa_id=341 images=18/18 error=False
[973] bbox_docvqa_id=974 images=7/7 error=False
[633] bbox_docvqa_id=634 images=43/43 error=True
[974] bbox_docvqa_id=975 images=22/22 error=True
[443] bbox_docvqa_id=444 images=4/4 error=False
[451] bbox_docvqa_id=452 images=9/9 error=True
[444] bbox_docvqa_id=445 images=4/4 error=False
[634] bbox_docvqa_id=635 images=43/43 error=True
[975] bbox_docvqa_id=976 images=22/22 error=True
[445] bbox_docvqa_id=446 images=4/4 error=False
[635] bbox_docvqa_id=636 images=43/43 error=True
[976] bbox_docvqa_id=977 images=22/22 error=True
[201] bbox_docvqa_id=202 images=21/21 error=False
[446] bbox_docvqa_id=447 images=4/4 error=False
[977] bbox_docvqa_id=978 images=22/22 error=True
[636] bbox_docvqa_id=637 images=43/43 error=True
[978] bbox_docvqa_id=979 images=22/22 error=True
[341] bbox_docvqa_id=342 images=18/18 error=False
[637] bbox_docvqa_id=638 images=43/43 error=True
[447] bbox_docvqa_id=448 images=4/4 error=False
[638] bbox_docvqa_id=639 images=13/13 error=True
[979] bbox_docvqa_id=980 images=22/22 error=True
[639] bbox_docvqa_id=640 images=13/13 error=True
[448] bbox_docvqa_id=449 images=4/4 error=False
[342] bbox_docvqa_id=343 images=18/18 error=False
[980] bbox_docvqa_id=981 images=22/22 error=True
[640] bbox_docvqa_id=641 images=13/13 error=True
[449] bbox_docvqa_id=450 images=4/4 error=False
[641] bbox_docvqa_id=642 images=13/13 error=True
[981] bbox_docvqa_id=982 images=22/22 error=True
[450] bbox_docvqa_id=451 images=4/4 error=False
[642] bbox_docvqa_id=643 images=13/13 error=True
[202] bbox_docvqa_id=203 images=21/21 error=False
[343] bbox_docvqa_id=344 images=18/18 error=False
[982] bbox_docvqa_id=983 images=44/44 error=True
[643] bbox_docvqa_id=644 images=13/13 error=True
[644] bbox_docvqa_id=645 images=13/13 error=True
[451] bbox_docvqa_id=452 images=9/9 error=False
[983] bbox_docvqa_id=984 images=44/44 error=True
[645] bbox_docvqa_id=646 images=13/13 error=True
[646] bbox_docvqa_id=647 images=13/13 error=True
[452] bbox_docvqa_id=453 images=9/9 error=False
[984] bbox_docvqa_id=985 images=44/44 error=True
[647] bbox_docvqa_id=648 images=13/13 error=True
[648] bbox_docvqa_id=649 images=29/29 error=True
[139] bbox_docvqa_id=140 images=9/9 error=False
[453] bbox_docvqa_id=454 images=9/9 error=False
[140] bbox_docvqa_id=141 images=21/21 error=True
[985] bbox_docvqa_id=986 images=44/44 error=True
[203] bbox_docvqa_id=204 images=21/21 error=False
[649] bbox_docvqa_id=650 images=29/29 error=True
[141] bbox_docvqa_id=142 images=21/21 error=True
[142] bbox_docvqa_id=143 images=21/21 error=True
[454] bbox_docvqa_id=455 images=9/9 error=False
[143] bbox_docvqa_id=144 images=21/21 error=True
[650] bbox_docvqa_id=651 images=29/29 error=True
[452] bbox_docvqa_id=453 images=9/9 error=True
[144] bbox_docvqa_id=145 images=21/21 error=True
[651] bbox_docvqa_id=652 images=29/29 error=True
[986] bbox_docvqa_id=987 images=44/44 error=True
[145] bbox_docvqa_id=146 images=21/21 error=True
[146] bbox_docvqa_id=147 images=21/21 error=True
[455] bbox_docvqa_id=456 images=9/9 error=False
[652] bbox_docvqa_id=653 images=29/29 error=True
[147] bbox_docvqa_id=148 images=21/21 error=True
[653] bbox_docvqa_id=654 images=29/29 error=True
[987] bbox_docvqa_id=988 images=44/44 error=True
[148] bbox_docvqa_id=149 images=21/21 error=True
[149] bbox_docvqa_id=150 images=21/21 error=True
[456] bbox_docvqa_id=457 images=9/9 error=False
[654] bbox_docvqa_id=655 images=29/29 error=True
[988] bbox_docvqa_id=989 images=44/44 error=True
[655] bbox_docvqa_id=656 images=29/29 error=True
[457] bbox_docvqa_id=458 images=9/9 error=False
[656] bbox_docvqa_id=657 images=29/29 error=True
[989] bbox_docvqa_id=990 images=44/44 error=True
[990] bbox_docvqa_id=991 images=18/18 error=True
[657] bbox_docvqa_id=658 images=29/29 error=True
[344] bbox_docvqa_id=345 images=17/17 error=False
[458] bbox_docvqa_id=459 images=9/9 error=False
[658] bbox_docvqa_id=659 images=18/18 error=True
[991] bbox_docvqa_id=992 images=18/18 error=True
[204] bbox_docvqa_id=205 images=21/21 error=False
[659] bbox_docvqa_id=660 images=18/18 error=True
[992] bbox_docvqa_id=993 images=18/18 error=True
[660] bbox_docvqa_id=661 images=18/18 error=True
[459] bbox_docvqa_id=460 images=9/9 error=False
[993] bbox_docvqa_id=994 images=18/18 error=True
[661] bbox_docvqa_id=662 images=18/18 error=True
[345] bbox_docvqa_id=346 images=17/17 error=False
[662] bbox_docvqa_id=663 images=18/18 error=True
[994] bbox_docvqa_id=995 images=18/18 error=True
[663] bbox_docvqa_id=664 images=18/18 error=True
[995] bbox_docvqa_id=996 images=18/18 error=True
[460] bbox_docvqa_id=461 images=9/9 error=False
[664] bbox_docvqa_id=665 images=18/18 error=True
[665] bbox_docvqa_id=666 images=18/18 error=True
[996] bbox_docvqa_id=997 images=18/18 error=True
[666] bbox_docvqa_id=667 images=18/18 error=True
[997] bbox_docvqa_id=998 images=18/18 error=True
[667] bbox_docvqa_id=668 images=18/18 error=True
[998] bbox_docvqa_id=999 images=17/17 error=True
